ID	NR_INWENT	NAZWA	REGION	GMINA	ROK_AKTUALIZACJI
3153	K.Pr-02.10	Schronisko Diabli Most	Karpaty	Korzenna (gm. wiejska)	2015
3154	K.Pr-02.11	Schronisko w Podolu	Karpaty	Gródek nad Dunajcem (gm. wiejska)	2011
3155	K.Pr-02.12	Schronisko pod Piecem II	Karpaty	Ciężkowice (gm. miejsko-wiejska)	2011
3166	K.Pr-02.13	Jama pod Lucyferem I	Karpaty	Korzenna (gm. wiejska)	2011
3167	K.Bn-09.16	Jaskinia Ukryta	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3168	K.Bn-09.17	Schronisko w Starym Osuwisku I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3169	K.Bn-09.18	Schronisko w Starym Osuwisku II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3170	K.Pr-02.14	Jama pod Lucyferem II	Karpaty	Korzenna (gm. wiejska)	2011
3171	K.Bn-09.19	Schronisko w Starym Osuwisku III	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3172	K.Bn-09.20	Schronisko w Starym Osuwisku IV	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3173	K.Bn-09.21	Schronisko w Grzędzie I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3174	K.Bn-09.22	Schronisko w Grzędzie II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3175	K.Pr-02.15	Schronisko Filipa	Karpaty	Korzenna (gm. wiejska)	2011
3176	K.Bn-09.24	Nowa Dziura	Karpaty	Dukla (gm. miejsko-wiejska)	2014
3177	K.Bn-09.23	Schronisko L-8	Karpaty	Dukla (gm. miejsko-wiejska)	2014
3178	K.Pr-02.16	Schronisko Tymoteusza	Karpaty	Korzenna (gm. wiejska)	2011
3179	K.Bn-09.25	Sucha Dziura	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3180	K.Pr-03.01	Schronisko w Polichtach I	Karpaty	Gromnik (gm. wiejska)	2015
3181	K.Pr-03.02	Schronisko w Polichtach II	Karpaty	Gromnik (gm. wiejska)	2015
3182	K.Bn-09.26	Jaskinia L-22	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3183	K.Bn-09.27	Jaskinia L-24	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3184	K.Pr-03.03	Schronisko w Polichtach III	Karpaty	Gromnik (gm. wiejska)	2015
3185	K.Bn-09.28	Schron Gubałówka	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3186	K.Bn-09.29	Koleba Baniorzy	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3187	K.Bn-09.30	Jaskinia Kilanowska	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3188	K.Bn-09.31	Marszałkowa Dziura	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3189	K.Bn-09.32	Schronisko Szparowe I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3190	K.Bn-09.33	Schronisko Szparowe II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3191	K.Bn-09.34	Schronisko Szparowe III	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3192	K.Bn-09.35	Gerlachowa Jama	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3193	K.Bn-09.36	Schronisko Szparowe IV	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3194	K.Bn-09.37	Jaskinia Beskidników	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3195	K.Bn-09.38	Studnia Goprowców	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3196	K.Bw-01.01	Zimna Dziura w Strzeblu	Karpaty	Mszana Dolna (gm. wiejska)	2011
3197	K.Bn-09.39	Jaskinia św. Jana	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3198	K.Bn-09.40	Jaskinia Kacza	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3199	K.Bw-01.02	Jaskinia w Luboniu Wielkim I	Karpaty	Mszana Dolna (gm. wiejska)	2011
3200	K.Bn-09.41	Jaskinia Wilgotna	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3201	K.Bn-09.42	Mała Diabla Dziura	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3202	K.Bn-09.43	Schronisko Humusowe I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3203	K.Bn-09.44	Schronisko Humusowe II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3204	K.Bn-09.45	Schronisko Humusowe III	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3205	K.Bn-09.46	Dębicka Studnia I	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3206	K.Bn-09.47	Jasna Studnia	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3207	K.Bn-09.48	Ciemna Studnia	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3208	K.Bn-09.49	Schronisko Karawanowe	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3209	K.Bn-09.50	Bawołowa Piwnica	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3210	K.Bw-01.03	Jaskinia w Luboniu Wielkim II	Karpaty	Mszana Dolna (gm. wiejska)	2011
3211	K.Bn-09.51	Jaskinia Górna	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3212	K.Bw-01.04	Schronisko w Luboniu Wielkim III	Karpaty	Mszana Dolna (gm. wiejska)	2011
3213	K.Bw-01.05	Schronisko w Luboniu Wielkim IV	Karpaty	Mszana Dolna (gm. wiejska)	2011
3214	K.Bn-09.52	Szczelina Podkowca	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3215	K.Bn-09.53	Wolnikowa Jama	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3216	K.Bn-09.54	Jaskinia Krzanowskiego	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3217	K.Bn-09.55	Schronisko Szparowe V	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3218	K.Bn-09.56	Schronisko Szparowe VI	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3219	K.Bn-10.01	Jaskinia pod Lasem I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3220	K.Bn-10.02	Jaskinia pod Lasem II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3221	K.Bn-10.03	Jaskinia na Wierzchowinie I	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3222	K.Bn-10.04	Jaskinia na Wierzchowinie II	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3223	K.Bw-01.06	Schronisko w Luboniu Wielkim V	Karpaty	Mszana Dolna (gm. wiejska)	2011
3224	K.Bn-10.05	Jaskinia przy Szkółce	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3225	K.Bw-01.07	Schronisko w Luboniu Wielkim VI	Karpaty	Mszana Dolna (gm. wiejska)	2011
3226	K.Bn-10.06	Jaskinia pod Bukiem	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3227	K.Bn-10.07	Jaskinia u Wróbla	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3228	K.Bn-10.08	Schronisko Cergowskie I	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3229	K.Bn-10.09	Schronisko Cergowskie II	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3230	K.Bw-02.01	Jaskina Czarci Dół	Karpaty	Dobra (gm. wiejska)	2015
3231	K.Bn-10.10	Jaskinia gdzie samolot spadł	Karpaty	Dukla (gm. miejsko-wiejska)	2015
3232	K.Bw-02.02	Podwójna Studnia	Karpaty	Dobra (gm. wiejska)	2011
3233	K.Bn-11.01	Schronisko z Oknem	Karpaty	Komańcza (gm. wiejska)	2011
3234	K.Bn-11.02	Schronisko z Kominem	Karpaty	Komańcza (gm. wiejska)	2011
3235	K.Bn-11.03	Schronisko pod Kamieniem	Karpaty	Komańcza (gm. wiejska)	2011
3236	K.Bw-02.03	Wietrzna Studnia	Karpaty	Dobra (gm. wiejska)	2011
3237	K.Bn-12.01	Górnickie Wrota	Karpaty	Jaśliska (gm. wiejska)	2011
3238	K.Bn-12.02	Dziura nad Sinym Wyrem	Karpaty	Jaśliska (gm. wiejska)	2011
3239	K.Bw-02.04	Złotopieńska Dziura	Karpaty	Dobra (gm. wiejska)	2015
3240	K.Bn-12.03	Lisia Jama	Karpaty	Jaśliska (gm. wiejska)	2011
3241	K.Bw-02.05	Schronisko Omszałe	Karpaty	Dobra (gm. wiejska)	2011
3242	K.Bn-12.04	Schronisko pod Jedynką	Karpaty	Jaśliska (gm. wiejska)	2011
3243	K.Bn-12.05	Górnicka Koleba I	Karpaty	Jaśliska (gm. wiejska)	2011
3244	K.Bn-12.06	Górnicka Koleba II	Karpaty	Jaśliska (gm. wiejska)	2011
3245	K.Bw-02.06	Schronisko pod Grzybem	Karpaty	Dobra (gm. wiejska)	2011
3246	K.Bn-03.01Ex	Zbójecka Piwnica	Karpaty	Uście Gorlickie (gm. wiejska)	2011
3247	K.Bw-02.07	Trójkątna Studnia	Karpaty	Dobra (gm. wiejska)	2011
3248	K.Bn-12.01Ex	Jaskinia w Kamieniołomie	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3249	K.Bw-02.08	Jaskinia z Dwoma Otworami	Karpaty	Dobra (gm. wiejska)	2011
3250	K.Bn-12.02Ex	Jaskinia na Kocurach	Karpaty	Dukla (gm. miejsko-wiejska)	2011
3251	K.Bn-03.04	Zbójecka Dziura	Karpaty	Uście Gorlickie (gm. wiejska)	2015
3252	K.Bn-12.03Ex	Jaskinie w Kamieniu nad Jaśliskami	Karpaty	Jaśliska (gm. wiejska)	2011
3253	K.Bw-02.09	Jaskinia Zbójecka w Łopieniu	Karpaty	Dobra (gm. wiejska)	2015
3254	K.Bw-02.10	Grota pod Okapem	Karpaty	Dobra (gm. wiejska)	2011
3255	K.Bw-02.11	Schronisko pod Płytą	Karpaty	Dobra (gm. wiejska)	2011
3257	K.G-01.01	Szczelina w Kudłoniu	Karpaty	Mszana Dolna (gm. wiejska)	2011
3258	K.Bw-02.12	Jama nad Rowem	Karpaty	Dobra (gm. wiejska)	2011
3259	K.G-01.02	Jaskinia w Gorcu	Karpaty	Ochotnica Dolna (gm. wiejska)	2011
3260	K.G-01.03	Jaskinia w Jaworzynie w Gorcach	Karpaty	Kamienica (gm. wiejska)	2011
3261	K.G-01.04	Kudłońska Koleba	Karpaty	Mszana Dolna (gm. wiejska)	2011
3262	K.Bw-02.13	Jaskinia Rozkuta	Karpaty	Dobra (gm. wiejska)	2011
3263	K.Bw-02.14	Schronisko w Paproci	Karpaty	Tymbark (gm. wiejska)	2011
3264	K.G-01.05	Grota nad Polaną Pyzówka	Karpaty	Mszana Dolna (gm. wiejska)	2011
3265	K.G-01.06	Juhaska Szczelina	Karpaty	Mszana Dolna (gm. wiejska)	2011
3266	K.Bw-03.01	Jaskinia w Jaworzu	Karpaty	Laskowa (gm. wiejska)	2011
3267	K.G-02.01	Jaskinia Zbójecka	Karpaty	Krościenko nad Dunajcem (gm. wiejska)	2016
3268	K.Bw-03.02	Schronisko w Łysej Górze	Karpaty	Limanowa (gm. wiejska)	2011
3269	K.Pd-01.01	Schronisko w Półkuli	Karpaty	Korczyna (gm. wiejska)	2011
3270	K.Bsz-01.01	Sztolnia w Rabem	Karpaty	Baligród (gm. wiejska)	2011
3271	K.Pd-01.02	Schronisko Orzechowe	Karpaty	Korczyna (gm. wiejska)	2011
3272	K.Bsz-02.01	Jaskinia w Nasicznem I 	Karpaty	Lutowiska (gm. wiejska)	2015
3273	K.Bsz-02.02	Jaskinia w Nasicznem II	Karpaty	Lutowiska (gm. wiejska)	2015
3274	K.Pd-01.03	Schronisko pod Amantem	Karpaty	Korczyna (gm. wiejska)	2011
3275	K.Pd-01.04	Schronisko w Herszcie	Karpaty	Korczyna (gm. wiejska)	2011
3276	K.Pd-01.05	Schronisko w Madeju	Karpaty	Korczyna (gm. wiejska)	2011
3277	K.Pd-01.06	Garaż	Karpaty	Korczyna (gm. wiejska)	2011
3278	K.Pd-01.07	Smocza Jama	Karpaty	Wojaszówka (gm. wiejska)	2011
3279	K.Pd-01.08	Sztolnia Jasna	Karpaty	Korczyna (gm. wiejska)	2011
3280	K.Pd-01.09	Sztolnia Pustelnia	Karpaty	Korczyna (gm. wiejska)	2011
3281	K.Pd-01.10	Sztolnia w Węglówce I	Karpaty	Korczyna (gm. wiejska)	2011
3282	K.Pd-01.11	Sztolnia Wesoła	Karpaty	Korczyna (gm. wiejska)	2013
3283	K.Pd-01.13	Sztolnia w Węglówce III	Karpaty	Korczyna (gm. wiejska)	2011
3284	K.Pd-01.14	Sztolnia w Węglówce IV	Karpaty	Korczyna (gm. wiejska)	2011
3285	K.Pd-01.15	Sztolnia w Węglówce V	Karpaty	Korczyna (gm. wiejska)	2011
3286	K.Bsz-02.03	Schronisko w Nasicznem III	Karpaty	Lutowiska (gm. wiejska)	2011
3287	K.Pd-01.16	Sztolnia w Węglówce VI	Karpaty	Korczyna (gm. wiejska)	2011
3288	K.Pd-01.17	Sztolnia Nelsona	Karpaty	Korczyna (gm. wiejska)	2011
3289	K.Bsz-02.04	Schronisko w Smereku	Karpaty	Cisna (gm. wiejska)	2011
3290	K.Bw-02.01Ex	Piwnica	Karpaty	Dobra (gm. wiejska)	2011
3291	K.Pd-01.18	Sztolnia Zawaliskowa	Karpaty	Korczyna (gm. wiejska)	2011
3292	K.Pd-01.19	Sztolnia w Suchej Górze I	Karpaty	Korczyna (gm. wiejska)	2013
3293	K.Bw-02.02Ex	Jaskinie w Ćwilinie	Karpaty	Dobra (gm. wiejska)	2011
3294	K.Pd-01.20	Sztolnia w Suchej Górze II	Karpaty	Korczyna (gm. wiejska)	2015
3295	K.Bw-02.03Ex	Jaskinia w Mogielicy	Karpaty	Dobra (gm. wiejska)	2011
3296	K.Pd-01.21	Schronisko w Leśnej Turniczce	Karpaty	Korczyna (gm. wiejska)	2011
3297	K.Gst-01.01	Szczelina za Płytą	Karpaty	Solina (gm. wiejska)	2011
3298	K.Gst-01.02	Szczelina za Brzytwą	Karpaty	Solina (gm. wiejska)	2011
3299	K.Gst-01.03	Szczelina w Ścianie	Karpaty	Solina (gm. wiejska)	2011
3300	K.Gst-01.04	Jaskinia w Myczkowcach	Karpaty	Solina (gm. wiejska)	2011
3301	K.Gst-02.01	Jaskinia w Rosolinie I	Karpaty	Czarna (gm. wiejska)	2011
3302	K.Gst-02.02	Schronisko w Rosolinie II	Karpaty	Czarna (gm. wiejska)	2011
3306	NP-11	Borsucza Nora	Niż Polski	Dobrcz (gm. wiejska)	2013
3307	NP-16	Nisza pod Okapem na Zarębskiej Górze	Niż Polski	Szumowo (gm. wiejska)	2013
3308	P-02.11	Schronisko w Czerwonej Skale	Pieniny	Nowy Targ (gm. wiejska)	2020
3326	J.GT-01.01Ex	Jaskinia Mydlnicka	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
3327	J.GT-01.02Ex	Schronisko przy Jaskini Mydlnickiej I	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
3328	J.GT-01.03Ex	Schronisko przy Jaskini Mydlnickiej II	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
3329	J.GT-02.01Ex	Schronisko obok Kochanowa I	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
3330	J.GT-02.02Ex	Schronisko obok Kochanowa II	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
3348	J.Cz.III-01.02	Schronisko w Górze Widziń	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3366	J.Cz.III-01.03	Schronisko w Górach Gorzkowskich	Wyżyna Śląsko-Krakowska	Janów (gm. wiejska)	2013
3367	J.Cz.III-01.04	Schronisko nad Kapliczką	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3368	J.Cz.III-01.05	Schronisko w Bukowej Kępie I	Wyżyna Śląsko-Krakowska	Janów (gm. wiejska)	2013
3369	J.Cz.III-01.06	Schronisko w Bukowej Kępie II	Wyżyna Śląsko-Krakowska	Janów (gm. wiejska)	2013
3370	J.Cz.III-01.07	Schronisko w Bukowej Kępie III	Wyżyna Śląsko-Krakowska	Janów (gm. wiejska)	2013
3371	J.Cz.III-04.01	Jaskinia Obora	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3372	J.Cz.III-01.08	Szczelina w Bukowej Kępie	Wyżyna Śląsko-Krakowska	Janów (gm. wiejska)	2013
3373	J.Cz.III-01.09	Studnia w Górze Widziń	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3374	J.Cz.III-02.01	Jaskinia w Sokolnikach	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3375	J.Cz.III-04.02	Jaskinia Stajnia	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3376	J.Cz.III-02.02	Jaskinia na Plebanii	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3377	J.Cz.III-02.03	Studnia Mostowa	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3378	J.Cz.III-02.04	Jaskinia u Misztala w Sokolnikach	Wyżyna Śląsko-Krakowska	Lelów (gm. wiejska)	2013
3379	J.Cz.III-07.07	Dupicka Pochylnia	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3380	J.Cz.III-02.05	Studnia w Zagórzu	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3381	J.Cz.III-02.06	Schronisko w Skale Koci Łeb	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3382	J.Cz.III-04.03	Piętrowa Szczelina	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3383	J.Cz.III-02.07	Schronisko nad Kocim Łbem	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3384	J.Cz.III-04.04	Jaskinia Kamiennego Gradu	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3385	J.Cz.III-04.05	Kocia Szczelina	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3386	J.Cz.III-02.08	Schronisko w Górze Damiak	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3387	J.Cz.III-03.01	Schronisko w Zaborzu	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3388	J.Cz.III-03.02	Studnia w Tankowcu	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3389	J.Cz.III-03.03	Schronisko w Czarnym Kamieniu	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3390	J.Cz.III-03.04	Schronisko pod Strażnicą	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3391	J.Cz.III-03.05	Schronisko w Boculi	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3392	J.Cz.III-03.06	Jaskinia za Ofiarę	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3393	J.Cz.III-03.07	Schronisko w Serze	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3394	J.Cz.III-03.08	Rozpadlina w Serze	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3395	J.Cz.III-03.09	Jaskinia za Krzyżem	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3396	J.Cz.III-03.10	Schronisko w Dymarce	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3397	J.Cz.III-03.11	Jaskinia Lisia w Hajduczce	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3398	J.Cz.III-03.12	Schronisko w Srogiej Skale	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3399	J.Cz.III-03.13	Studnia w Skałach Rajcy	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3400	J.Cz.III-03.14	Schronisko w Skałach Rajcy	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3401	J.Cz.III-03.15	Schronisko w Mrowiance	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3402	J.Cz.III-03.16	Schronisko w Biedruniowej Skale	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3403	J.Cz.III-03.17	Schronisko w Kamieniu koło Przybynowa	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3404	J.Cz.III-03.18	Studnia w Kamieniu koło Przybynowa	Wyżyna Śląsko-Krakowska	Żarki (gm. miejsko-wiejska)	2013
3405	J.Cz.III-07.01	Schron w Okienniku Wielkim	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3406	J.Cz.III-07.02	Okno w Okienniku Wielkim	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3407	J.Cz.III-07.05	Jaskinia Piaskowa	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3408	J.Cz.III-07.06	Jaskinia Wielkanocna	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3409	J.Cz.III-07.08	Studnia Zagłoby w Skarżycach	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3410	J.Cz.III-07.09	Jaskinia na Śmigówkach	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3411	J.Cz.III-07.10	Schronisko w Górze Wowodnik	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3412	J.Cz.III-07.11	Komin w Okienniku Wielkim	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3413	J.Cz.III-07.12	Szczelina w Okienniku Wielkim	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3414	J.Cz.III-07.13	Jaskinia w Jamniczych Skałach	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3426	J.Cz.III-07.14	Schronisko w Jamniczych Skałach 	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3427	J.Cz.III-07.15	Schronisko Podwójne w Sowim Murze Lewym	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3428	J.Cz.III-07.16	Okap w Małej Sowiej Baszcie	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3429	J.Cz.III-07.17	Schronisko w Sowim Murze Prawym I	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3430	J.Cz.III-07.18	Schronisko w Sowim Murze Prawym II	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3431	J.Cz.III-07.19	Schronisko pod Jaskinią Wielkanocną	Wyżyna Śląsko-Krakowska	Kroczyce (gm. wiejska)	2013
3432	J.Cz.III-07.20	Okno w Okienniku Morskim	Wyżyna Śląsko-Krakowska	Włodowice (gm. wiejska)	2013
3433	J.Cz.III-07.21	Schronisko w Górze Remby	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3434	J.Cz.III-07.22	Jaskinia w Dziadowej Skale	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3435	J.Cz.III-04.06	Jaskinia Księdza Borka	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3436	J.Cz.III-07.23	Stefanowa Dziura	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3437	J.Cz.III-07.24	Schronisko w Dziadowej Skale	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3438	J.Cz.III-07.25	Szpaciarnia w Skałach Kalcytowych I	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3439	J.Cz.III-04.07	Jaskinia Sucha	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3440	J.Cz.III-07.26	Szpaciarnia w Skałach Kalcytowych II	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3441	J.Cz.III-07.27	Schronisko w Skałach Kalcytowych	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3442	J.Cz.III-07.28	Schronisko w Murze Łężeckim I	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3443	J.Cz.III-04.08	Gliwicka Studnia	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3444	J.Cz.III-04.09	Jaskinia Bobolicka	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3445	J.Cz.III-07.29	Schronisko w Murze Łężeckim II	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3446	J.Cz.III-07.30	Schronisko w Gipsie I	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3447	J.Cz.III-04.10	Brama Bobolicka	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3448	J.Cz.III-07.31	Schronisko w Gipsie II	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3449	J.Cz.III-08.01	Schronisko przy DK 78	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3450	J.Cz.III-08.02	Schronisko pod Kamieniami	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3451	J.Cz.III-08.03	Schronisko w Skale Żerkowickiej	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3452	J.Cz.III-08.04	Okap  w Skale Żerkowickiej	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3453	J.Cz.III-08.05	Szczelina z Okapem	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3454	J.Cz.III-08.10	Schronisko z Bukami	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3455	J.Cz.III-08.06	Szczelina pod Szczytem	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3456	J.Cz.III-08.07	Koleba na S od Żerkowic	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3457	J.Cz.III-08.08	Jaskinia z Pionowymi Mostami	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3458	J.Cz.III-08.09	Schronisko pod Ścianą	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3466	J.Cz.III-08.11	Schronisko po Wschodniej Stronie	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3467	J.Cz.III-08.12	Schronisko Lisia Komora	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3468	J.Cz.III-04.11	Studnia w Studnisku przy Zamku	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3469	J.Cz.III-08.13	Okapowa Skała	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3470	J.Cz.III-08.14	Skalna Dziura	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3471	J.Cz.III-08.15	Schronisko pod Górkę	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3472	J.Cz.III-04.12	Studnia koło Trzech Sióstr	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
3473	J.Cz.III-08.16	Schronisko koło wsi Karlin	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3474	J.Cz.III-08.17	Szczelina koło Okna	Wyżyna Śląsko-Krakowska	Zawiercie (gm. miejska)	2013
3475	J.Cz.III-04.13	Schronisko pod Skoczkiem	Wyżyna Śląsko-Krakowska	Niegowa (gm. wiejska)	2013
