ID	NR_INWENT	NAZWA	REGION	GMINA	ROK_AKTUALIZACJI
2110	J.BK-02.26	Kawerna Winnica I	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2111	J.BK-02.27	Kawerna Winnica II	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2112	J.BK-02.28	Schronisko w Skałach Winnicy	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2113	J.BK-02.29	Schronisko w Winnicy  I	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2114	J.BK-02.30	Schronisko w Winnicy II	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2115	J.BK-02.31	Tunel nad Okapem I	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2116	J.BK-02.32	Tunel nad Okapem II	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2117	J.BK-02.33	Tunel nad Okapem III	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2118	J.BK-02.34	Jaskinia w Górze Winnicy w Tyńcu	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2119	J.BK-02.35	Szczelina nad Wisłą	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2120	J.BK-02.36	Szczelina pod Klasztorem	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2121	J.BK-02.37	Jaskinia pod Grodziskiem	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2122	J.BK-02.38	Schronisko w Wielogórze	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2123	J.BK-02.39	Studzienka w Stepicy	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2124	J.BK-02.40	Schronisko w Biedzinie	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2125	J.BK-03.01	Schronisko pod Klasztorem Norbertanek	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2126	J.BK-03.02	Kawerna pod Fortem Kościuszko	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2127	J.BK-03.03	Nyża nad Strzelnicą	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2128	J.BK-03.04	Tunelik w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2129	J.BK-03.05	Szczelina w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2130	J.BK-03.06	Wnęka w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2131	J.BK-03.07	Kominek w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2132	J.BK-03.08	Schronisko Kręte w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2133	J.BK-03.09	Schronisko za Filarkiem w Panieńskich Skałach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2134	J.BK-03.10	Schronisko w Skałach Panieńskich Górne	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2135	J.BK-03.11	Szczelina przed Gajówką	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2136	J.BK-03.12	Szczelina pod Gajówką	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2137	J.BK-03.13	Jaskinia w Zielonym Dole	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2138	J.BK-03.14	Schronisko w Zielonym Dole	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2146	J.Cz.I-01.01Ex	Schroniska w Liboradzu	Wyżyna Śląsko-Krakowska	Mstów (gm. wiejska)	2013
2147	J.Cz.I-01.02	Jaskinia za Kaflarnią	Wyżyna Śląsko-Krakowska	Mstów (gm. wiejska)	2013
2148	J.Cz.I-01.02Ex	Jaskinia pod Fundamentem	Wyżyna Śląsko-Krakowska	Częstochowa (gm. miejska)	2013
2149	J.BK-03.15	Jaskinia w Lesie Wolskim	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2150	J.Cz.I-01.03	Schronisko w Prędziszowie	Wyżyna Śląsko-Krakowska	Częstochowa (gm. miejska)	2013
2151	J.BK-03.16	Tradytor w Olszanicy	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2152	J.Cz.I-01.04	Jaskinia w Prędziszowie	Wyżyna Śląsko-Krakowska	Częstochowa (gm. miejska)	2013
2153	J.BK-03.17	Kawerna Bielany	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2154	J.BK-03.18	Schronisko pod wsią Bielany	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2155	J.Cz.I-01.05	Jaskinia Mysia	Wyżyna Śląsko-Krakowska	Częstochowa (gm. miejska)	2013
2156	J.Cz.I-01.06	Szczelina w Prędziszowie	Wyżyna Śląsko-Krakowska	Częstochowa (gm. miejska)	2013
2157	J.Cz.I-01.07	Schronisko w Srocku	Wyżyna Śląsko-Krakowska	Mstów (gm. wiejska)	2013
2158	J.Cz.I-01.08	System Jaskiń Srockich	Wyżyna Śląsko-Krakowska	Mstów (gm. wiejska)	2013
2159	J.Cz.I-01.09	Schronisko w  Zielonej Górze	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2160	J.Cz.I-01.10	Jaskinia w Zielonej Górze	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2161	J.Cz.I-01.11	Schronisko w Dębowej Górze	Wyżyna Śląsko-Krakowska	Mstów (gm. wiejska)	2013
2162	J.Cz.II-01.01	Jaskinia w Łomiku	Wyżyna Śląsko-Krakowska	Poraj (gm. wiejska)	2013
2163	J.Cz.I-02.01	Schronisko w Rachowcu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2164	J.Cz.I-02.01Ex	Jaskinia w kamieniołomie przy St.Kol. Olsztyn	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2165	J.Cz.I-02.02	Okap w Rachowcu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2166	J.Cz.I-02.02Ex	Schronisko IV w Przymiłowicach	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2167	J.Cz.I-02.03Ex	Schronisko V w Przymiłowicach	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2168	J.Cz.I-02.03	Koleba w Rachowcu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2169	J.Cz.I-02.04	Schronisko w Górze Sowiej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2170	J.BK-03.19	Jaskinia Kryspinowska	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2171	J.Cz.I-02.04Ex	Jaskinia Amonitów	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2172	J.BK-03.20	Schronisko  przy Jaskini Kryspinowskiej	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2173	J.BK-03.21	Szczelina przy Jaskini Kryspinowskiej	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2174	J.Cz.I-02.05	System Jaskiń Towarnich	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2175	J.BK-04.01	Kawerna w Piekarach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2176	J.BK-04.02	Schronisko w Okrążku	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2177	J.Cz.I-02.05Ex	Schronisko Poznaniaków	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2178	J.BK-04.03	Schronisko w Starym Łomie	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2179	J.Cz.I-02.06	Jaskinia Cabanowa	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2180	J.Cz.I-02.06Ex	Studnia Wołoszyna	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2181	J.BK-04.04	Schronisko przy Jaskiniach Wiślanych	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2182	J.Cz.I-02.07	Schronisko w Górze Towarniej Dużej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2183	J.Cz.I-02.08	Jaskinia Kopana 	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2184	J.Cz.I-02.09	Schronisko w Górze Towarniej Małej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2185	J.Cz.I-02.10	Schronisko w Górze Zajęczej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2186	J.Cz.I-02.11	Jaskinia w Skałkach Dużych	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2187	J.Cz.I-02.12	Schronisko pod Zamkiem	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2188	J.BK-04.05	Jaskinia Wiślana Wschodnia	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2189	J.Cz.I-02.13	Jaskinia Zamkowa Dolna	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2190	J.BK-04.06	Jaskinia Wiślana Zachodnia	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2191	J.BK-04.07	Schronisko nad Jaskiniami Wiślanymi	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2192	J.Cz.I-02.14	Schronisko Zamkowe Średnie	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2193	J.Cz.I-02.15	Jaskinia Zamkowa Górna	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2194	J.BK-04.08	Jaskinia nad Galoską	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2195	J.Cz.I-02.16	Schronisko w Ganku Ewy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2196	J.Cz.I-02.17	Schronisko w Czarnym Kominie	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2197	J.Cz.I-02.18	Jaskinia w Kielnikach	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2198	J.BK-04.09	Jaskinia Na Gołąbcu	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2199	J.Cz.I-02.19	Jaskinia w Słonecznych Skałkach	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2200	J.BK-04.10	Jaskinia Na Gołąbcu Dolna	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2201	J.Cz.I-02.20	Schronisko pod Basztą w Górze Zamkowej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2202	J.BK-04.11	Schronisko Bliźniacze	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2203	J.Cz.I-02.21	Schronisko z Oknem w Górze Zamkowej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2204	J.BK-04.12	Szczeliniec w Ściejowicach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2205	J.Cz.I-02.22	Schroniska pod Dziewicą	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2206	J.BK-04.13	Rura w Ściejowicach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2207	J.BK-05.01	Jaskinia w Kajasówce	Wyżyna Śląsko-Krakowska	Czernichów (gm. wiejska)	2013
2208	J.Cz.I-02.23	Jaskinia Magazyn	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2209	J.Cz.I-02.24	Jaskinia w Lipówce	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2210	J.Cz.I-02.25	Schronisko w Podciętej Turni na Lipówce	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2211	J.Cz.I-02.26	Schronisko w Przymiłowicach I	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2212	J.Cz.I-02.27	Schronisko w Przymiłowicach II	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2216	J.Cz.I-02.28	Schronisko w Przymiłowicach III	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2217	J.Cz.I-02.29	Schronisko Św. Idziego	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2218	J.Cz.I-02.30	Jaskinia w Zrębicach	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2219	J.GT-01.01	Jaskinia w Mydlnikach	Wyżyna Śląsko-Krakowska	Kraków (gm. miejska)	2013
2220	J.GT-02.01	Schronisko w Skale Kmity	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
2221	J.GT-02.02	Tunel przy Skale Kmity	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
2222	J.GT-02.03	Jaskinia w Dolinie Grzybowskiej	Wyżyna Śląsko-Krakowska	Zabierzów (gm. wiejska)	2013
2223	J.GT-03.01	Schronisko na Gaiku I	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2224	J.GT-03.02	Schronisko na Gaiku II	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2225	J.GT-03.03	Tunel przy Jaskini Zawalonej	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2226	J.GT-03.04	Jaskinia Zawalona	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2227	J.GT-03.05	Schronisko w Skałce przy Kładce	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2228	J.GT-03.06	Schronisko w Łomie przy Kładce	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2229	J.GT-03.07	Jaskinia pod Kochanką	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2230	J.GT-03.08	Chlebowy Piec	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2231	J.Cz.I-03.01	Jaskinia Niska	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2232	J.GT-03.09	Jaskinia nad Miłaszówką	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2233	J.Cz.I-03.02	Schronisko w Amfiteatrze	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2234	J.Cz.I-03.03	Studnia w Amfiteatrze	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2235	J.Cz.I-03.04	Schronisko przed Amfiteatrem	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2236	J.GT-03.10	Jaskinia na Miłaszówce	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2237	J.Cz.I-03.05	Schronisko obok Studniska	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2238	J.GT-03.11	Schronisko na Lewym Brzegu Doliny Sanki	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2239	J.Cz.I-03.06	Schronisko w Ścianie	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2240	J.Cz.I-03.07	Jędrusiowa Jama	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2241	J.Cz.I-03.08	Schronisko w Skale Bonifacego	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2242	J.GT-03.12	Jaskinia przy Matce Boskiej	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2243	J.Cz.I-03.09	Jaskinia pod Sokolą	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2244	J.GT-03.13	Jaskinia nad Matką Boską	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2245	J.Cz.I-03.10	Studnisko	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2246	J.GT-03.14	Jaskinia za Matką Boską	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2247	J.Cz.I-03.11	Schronisko w Sokolicy I	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2248	J.GT-03.15	Jaskinia Stroma	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2249	J.Cz.I-03.12	Schronisko w Sokolicy II	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2250	J.GT-03.16	Jaskinia Leśnika	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2251	J.Cz.I-03.13	Schronisko w Sokolicy III	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2252	J.Cz.I-03.14	Jaskinia na Półce w Sokolicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2253	J.Cz.I-03.15	Schronisko Borsucze w Sokolicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2254	J.GT-03.17	Schronisko przy Źródle	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2255	J.GT-03.18	Rura na Łopiankach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2256	J.Cz.I-03.16	Schronisko Pogorzelskiego	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2257	J.Cz.I-03.17	Schronisko pod Półką w Sokolicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2258	J.GT-03.19	Jaskinia na Łopiankach I	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2259	J.Cz.I-03.18	Studnia Zygmunta	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2260	J.Cz.I-03.19	Schronisko nad Jaskinią Koralową	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2261	J.GT-03.20	Jaskinia na Łopiankach II	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2262	J.Cz.I-03.20	Schronisko w Turni Simonda na Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2263	J.GT-03.21	Jaskinia Księżycowa	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2264	J.GT-03.22	Ukośna Szczelina Dolna	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2265	J.Cz.I-03.21	Schronisko Zachodnie w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2266	J.GT-03.23	Ukośna Szczelina Górna	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2267	J.Cz.I-03.22	Jaskinia Koralowa	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2268	J.GT-03.24	Meander w Wąwozie Półrzeczki	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2269	J.Cz.I-03.23	Schronisko Pośrednie Dolne	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2270	J.GT-03.25	Schronisko nad Potoczkiem	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2271	J.Cz.I-03.24	Schronisko Pośrednie Górne	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2272	J.GT-03.26	Jaskinia Murek	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2273	J.Cz.I-03.25	System Jaskini Olsztyńskiej	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2274	J.Cz.I-03.26	Schronisko w Pustelnicy I	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2275	J.Cz.I-03.27	Jaskinia Basieta	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2276	J.Cz.I-03.28	Schronisko w Pustelnicy II	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2277	J.Cz.I-03.29	Schronisko Podwójne w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2278	J.Cz.I-03.30	"Szczelina Frakcji ""N"""	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2279	J.Cz.I-03.31	Schronisko Pimponiówka	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2280	J.Cz.I-03.32	Schronisko pod Wantą w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2281	J.Cz.I-03.33	Schronisko w Pustelnicy III	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2282	J.Cz.I-03.34	Szpaciarnia w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2283	J.Cz.I-03.35	Szpaciarnia nad Urwistą	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2284	J.Cz.I-03.36	Jaskinia Urwista	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2285	J.Cz.I-03.37	Schroniska w Pustelnicy IV	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2286	J.Cz.I-03.38	Schronisko w Pustelnicy V	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2287	J.Cz.I-03.39	Schronisko Owalne w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2288	J.Cz.I-03.40	Schronisko VI w Pustelnicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2289	J.GT-03.27	Schronisko w Uliczkach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2290	J.Cz.I-03.41	Schronisko w Górze Setki	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2291	J.GT-03.28	Jaskinia w Uliczkach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2292	J.Cz.I-03.42	Schronisko w Skałce w Puchaczu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2293	J.GT-03.29	Schronisko w Skale Byczyn	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2294	J.Cz.I-03.43	Schronisko pod Nyżą w Puchaczu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2295	J.GT-03.30	Tunel w Sance	Wyżyna Śląsko-Krakowska	Krzeszowice (gm. miejsko-wiejska)	2013
2296	J.Cz.I-03.44	Schronisko za Wantą w Puchaczu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2297	J.Cz.I-03.45	Schronisko Niskie w Puchaczu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2298	J.GT-03.31	Pajęczy Schron	Wyżyna Śląsko-Krakowska	Krzeszowice (gm. miejsko-wiejska)	2013
2299	J.GT-03.32	Okienko	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2300	J.Cz.I-03.46	Schronisko za Trawersem w Puchaczu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2301	J.Cz.I-03.47	Schronisko Boczne	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2302	J.Cz.I-03.48	Jaskinia w Dziedzińcu	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2303	J.GT-03.33	Jaskinia nad Samcowym Polem	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2304	J.Cz.I-03.49	Schronisko Królicze	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2305	J.Cz.I-03.50	Schronisko Wysokie	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2306	J.GT-03.34	Niedostępny Okap	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2307	J.Cz.I-03.51	Jaskinia w Wysokiej Turni	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2308	J.GT-03.35	Schronisko Małe w Zimnym Dole	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2309	J.Cz.I-03.52	Schronisko pod Kamieniem	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2310	J.Cz.I-03.53	Jaskinia Komarowa	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2311	J.GT-03.36	Źródło w Zimnym Dole	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2312	J.GT-03.37	Okap za Zerwą Pierwszy	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2313	J.Cz.I-03.54	Jaskinia Fikuśna	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2314	J.GT-03.38	Schronisko między Okapami	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2315	J.Cz.I-03.55	Jaskinia Maurycego	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2316	J.Cz.I-03.61	Schronisko w Donicy III	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2317	J.GT-03.39	Okap za Zerwą Drugi	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2318	J.Cz.I-03.56	Schronisko koło Jaskini Maurycego I	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2319	J.Cz.I-03.57	Schronisko koło Jaskini Maurycego II	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2320	J.GT-03.40	Tunel w Uliczkach	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2321	J.Cz.I-03.58	Schronisko w Donicy I	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2322	J.Cz.I-03.59	Jaskinia w Donicy	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2323	J.Cz.I-03.60	Schronisko w Donicy II	Wyżyna Śląsko-Krakowska	Olsztyn (gm. miejsko-wiejska)	2013
2324	J.GT-03.41	Okap na Półce z Meandrem	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2325	J.GT-03.42	Okap z Oknem	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2326	J.GT-03.43	Długi Okap	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
2327	J.GT-03.44	Niski Okap	Wyżyna Śląsko-Krakowska	Liszki (gm. wiejska)	2013
